,시도,주차장명,주차장유형,주소,위도,경도,관리기관,전화번호,특이사항,2_14(수),2_15(목),2_16(금),2_17(토),2_18(일)
4545,충청남도,계룡시 장안로 노상주차장,노상,충청남도 계룡시 금암동 장안로,36.2730395,127.2506921,충청남도 계룡시,042-840-2533,상시무료,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4546,충청남도,계룡시 서금암로 노상주차장,노상,충청남도 계룡시 금암동 서금암로,36.2732523,127.2513924,충청남도 계룡시,042-840-2533,상시무료,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4547,충청남도,인삼약초시장 주차장,노외,충청남도 금산군 금산읍 중도리 22-25,36.099255,127.496476,충청남도 금산군,041-750-2655,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4548,충청남도,(구)수삼센터 주차장,노외,충청남도 금산군 금산읍 중도리 553-21,36.100557,127.493668,충청남도 금산군,041-750-2655,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4549,충청남도,금산흰털바위주차장,노외,충정남도 금산군 금산읍 중도리 92,36.102989,127.4968056,충청남도 금산군,041-750-2655,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4550,충청남도,향토관광장,노외,충청남도 금산군 금산읍 중도리 203-28,36.1038639,127.4868346,충청남도 금산군,041-750-2655,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4551,충청남도,인삼광장 ,노외,충청남도 금산군 금산읍 중도리 18-20,36.0992176,127.4956246,충청남도 금산군,041-750-2655,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4552,충청남도,구법원,노외,충청남도 금산군 금산읍 상리 91-12,36.1038373,127.4880773,충청남도 금산군,041-750-2655,,"14,18:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4553,충청남도,전통시장,노외,충청남도 금산군 금산읍 하옥리 334-7,36.0991961,127.4894477,충청남도 금산군,041-750-2655,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4554,충청남도,금산공영주차장,노외,충청남도 금산군 금산읍 상리 362-36,36.010557,127.489905,충청남도 금산군,041-750-2677,,"14,18:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4555,충청남도,(구)고려병원노상주차장,노상,충청남도 논산시 해월로125번길 19-2 ,36.2041531,127.0832921,충청남도 논산시,041-746-6303,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4556,충청남도,강경노외임시무료주차장,노외,충청남도 논산시 대흥로11번길 6,36.1547031,127.0139201,충청남도 논산시,041-746-6303,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4557,충청남도,강산1 노상주차장,노상,충청남도 논산시 강산동 673,36.1939557,127.0884669,충청남도 논산시,041-746-6303,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4558,충청남도,금강유원지주차장,노외,충청남도 논산시 금백로 75,36.1602881,127.0106581,충청남도 논산시,041-746-6303,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4559,충청남도,금곡노외주차장,노외,충청남도 논산시 연무읍 득안대로 491 ,36.1147781,127.0979161,충청남도 논산시,041-746-6303,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4560,충청남도,내동노외1주차장,노외,충청남도 논산시 시민로 210번길 20,36.1859661,127.0989741,충청남도 논산시,041-746-6303,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4561,충청남도,연산노상3주차장,노상,충청남도 논산시 선비로275번길17,36.2141541,127.2001891,충청남도 논산시,041-746-6303,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4562,충청남도,노성노외주차장,노외,충청남도 논산시 노성산성길,36.2837151,127.1272981,충청남도 논산시,041-746-6303,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4563,충청남도,대교하상주차장,노외,충청남도 논산시 중앙로 521,36.2093081,127.0803051,충청남도 논산시,041-746-6303,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4564,충청남도,대흥노상2주차장,노상,충청남도 논산시 강경읍 계백로105번길 8-23,36.1552371,127.0134541,충청남도 논산시,041-746-6303,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4565,충청남도,대흥노상주차장,노상,충청남도 논산시  강경읍 옥녀봉로27번길 30-5,36.1611801,127.0139721,충청남도 논산시,041-746-6303,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4566,충청남도,대흥천변 노외주차장,노외,충청남도 논산시 계백로133번길 6-8 ,36.1571731,127.0147221,충청남도 논산시,041-746-6303,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4567,충청남도,마산노상1주차장,노상,충청남도 논산시 안심로 66,36.1271861,127.0992371,충청남도 논산시,041-746-6303,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4568,충청남도,마산안심로주차장,노상,충청남도 논산시 연무로 214-1,36.1286501,127.1030131,충청남도 논산시,041-746-6303,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4569,충청남도,반월1노상주차장,노상,충청남도 논산시 해월로 181 ,36.2055901,127.0867731,충청남도 논산시,041-746-6303,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4570,충청남도,반월2노상주차장,노상,충청남도 논산시 해월로 210 (반월동),36.2064311,127.0896701,충청남도 논산시,041-746-6303,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4571,충청남도,반월2 노외주차장,노외,충청남도 논산시 계백로 1029,36.2051201,127.0905841,충청남도 논산시,041-746-6303,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4572,충청남도,반월3 노외주차장,노외,충청남도 논산시 해월로168번길 13-9,36.2046778,127.0866879,충청남도 논산시,041-746-6303,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4573,충청남도,반월동 복개천 노상주차장,노상,충청남도 논산시 대화로 61,36.2078631,127.0832851,충청남도 논산시,041-746-6303,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4574,충청남도,부창로 공영주차장,노상,충청남도 논산시 부창로 34,36.1955371,127.0826851,충청남도 논산시,041-746-6303,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4575,충청남도,안산보노외주차장,노외,충청남도 논산시 양촌면 황산벌로 457,36.1379771,127.2361391,충청남도 논산시,041-746-6303,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4576,충청남도,안심 무료 노외주차장,노외,충청남도 논산시 연무읍 안심리 19-38,36.1316077,127.0880667,충청남도 논산시,041-746-6303,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4577,충청남도,안심1 무료노외주차장,노외,충청남도 논산시 연무읍 안심로 6,36.1269751,127.0985451,충청남도 논산시,041-746-6303,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4578,충청남도,안심2 무료노외주차장,노외,충청남도 논산시 안심로 59 ,36.1265681,127.0986901,충청남도 논산시,041-746-6303,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4579,충청남도,안심3 무료노외주차장,노외,충청남도 논산시 안심로 35 ,36.1244481,127.0981921,충청남도 논산시,041-746-6303,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4580,충청남도,역전임시노외주차장,노외,충청남도 논산시 해월로 243,36.2082811,127.0926371,충청남도 논산시,041-746-6303,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4581,충청남도,연산노상1주차장,노상,충청남도 논산시 선비로 275번길 31-2,36.2125831,127.2005601,충청남도 논산시,041-746-6303,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4582,충청남도,연산노상2주차장,노상,충청남도 논산시 선비로 275번길 28,36.2126751,127.2003521,충청남도 논산시,041-746-6303,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4583,충청남도,오거리주차장,노외,충청남도 논산시 사계로 308-12 ,36.2018871,127.0862511,충청남도 논산시,041-746-6303,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4584,충청남도,옥녀교 주차장,노외,충청남도 논산시 강경포구길 12-4,36.1633831,127.0116011,충청남도 논산시,041-746-6303,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4585,충청남도,옥녀봉 주차장,노외,충청남도 논산시 옥녀봉로 73번길 14,36.1645811,127.0130061,충청남도 논산시,041-746-6303,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4586,충청남도,죽평노상1주차장,노상,충청남도 논산시 득안대로 432-13 ,36.1091091,127.0990491,충청남도 논산시,041-746-6303,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4587,충청남도,죽평노상2주차장,노상,충청남도 논산시 득안대로 463,36.1118311,127.0984571,충청남도 논산시,041-746-6303,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4588,충청남도,죽평노외주차장,노외,충청남도 논산시 봉황로 432-14,36.1081781,127.0990331,충청남도 논산시,041-746-6303,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4589,충청남도,취암10노상주차장,노상,충청남도 논산시 계백로 1097,36.2085511,127.0968251,충청남도 논산시,041-746-6303,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4590,충청남도,취암12노상주차장,노상,충청남도 논산시 중앙로 389,36.1990651,127.0896891,충청남도 논산시,041-746-6303,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4591,충청남도,취암13노상주차장,노상,충청남도 논산시 계백로 995,36.2031581,127.0876101,충청남도 논산시,041-746-6303,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4592,충청남도,취암1노상주차장,노상,충청남도 논산시 시민로 415,36.2017421,127.0866001,충청남도 논산시,041-746-6303,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4593,충청남도,취암2노상주차장,노상,충청남도 논산시 계백로 1032,36.2050081,127.0908651,충청남도 논산시,041-746-6303,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4594,충청남도,취암3노상주차장,노상,충청남도 논산시 시민로 374-2 ,36.1981031,127.0887061,충청남도 논산시,041-746-6303,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4595,충청남도,취암4노상주차장,노상,충청남도 논산시 계백로 1019,36.2037821,127.0886221,충청남도 논산시,041-746-6303,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4596,충청남도,취암5노상주차장,노상,충청남도 논산시 계백로 1008,36.2040771,127.0894781,충청남도 논산시,041-746-6303,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4597,충청남도,취암8노상주차장,노상,충청남도 논산시  중앙로460-6,36.2005491,127.0884981,충청남도 논산시,041-746-6303,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4598,충청남도,취암9노상주차장,노상,충청남도 논산시 계백로 1027 ,36.2046621,127.0903871,충청남도 논산시,041-746-6303,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4599,충청남도,취암노외1주차장,노외,충청남도 논산시 시민로 359,36.1964361,127.0890311,충청남도 논산시,041-746-6303,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4600,충청남도,취암노외2주차장,노외,충청남도 논산시 시민로331번길 10 ,36.1945511,127.0898111,충청남도 논산시,041-746-6303,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4601,충청남도,취암노외3주차장,노외,충청남도 논산시 중앙로 422번길 11-1,36.2025041,127.0890671,충청남도 논산시,041-746-6303,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4602,충청남도,취암노외4주차장,노외,충청남도 논산시 중앙로384번길 31-10 ,36.2010211,127.0921361,충청남도 논산시,041-746-6303,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4603,충청남도,취암노외5주차장,노외,충청남도 논산시 관촉로 235번길 10-8,36.2022961,127.0952201,충청남도 논산시,041-746-6303,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4604,충청남도,취암노외6주차장,노외,충청남도 논산시 취암동 1072-5,36.2017529,127.0949428,충청남도 논산시,041-746-6303,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4605,충청남도,취암동 임시노외 주차장,노외,충청남도 논산시 부창로82번길 5-2,36.1953601,127.0872251,충청남도 논산시,041-746-6303,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4606,충청남도,화지4통노외주차장,노외,충청남도 논산시 해월로 211번길 8-28,36.2078841,127.0904551,충청남도 논산시,041-746-6303,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4607,충청남도,화지중앙시장 제1주차장,노상,충청남도 논산시 대교동 66-3,36.2086278,127.0852093,충청남도 논산시,041-735-3311,,,"15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4608,충청남도,화지중앙시장 제2주차장,노외,충청남도 논산시 화지동 42-11,36.2074585,127.0857133,충청남도 논산시,041-735-3311,,,"15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4609,충청남도,화지중앙시장 제3주차장,노외,충청남도 논산시 화지동 71-3,36.2066266,127.084255,충청남도 논산시,041-735-3311,,,"15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4610,충청남도,사비로유료주차장,노상,충청남도  부여군 부여읍 사비로(뉴욕제과~feel),36.2808287,126.910789,충청남도 부여군,041-830-2282,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4611,충청남도,사비로노상주차장,노상,충청남도 부여군 부여읍 사비로(롯데리아~농협중앙회),36.2803843,126.9108167,충청남도 부여군,041-830-2282,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4612,충청남도,석탑로노상주차장,노상,충청남도 부여군 부여읍 석탑로(만다린~부여군민체육관),36.2769681,126.9132333,충청남도 부여군,041-830-2282,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4613,충청남도,성왕로터리주차장,노상,충청남도 부여군 부여읍 성왕로터리(부여로6-6),36.2825229,126.9102612,충청남도 부여군,041-830-2282,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4614,충청남도,계백로터리주차장,노상,충청남도 부여군 부여읍 계백로터리(석탑로6-30),36.2769,126.9127236,충청남도 부여군,041-830-2282,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4615,충청남도,관광주차장,노외,충청남도 부여군 부여읍 관북리 77,36.2837911,126.9146369,충청남도 부여군,041-830-2627,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4616,충청남도,정림사지주차장,노외,충청남도 부여군 부여읍 정림로 83,36.2790253,126.9128803,충청남도 부여군,041-830-2627,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4617,충청남도,서동공원(동문주차장),노외,충청남도 부여군 부여읍 동남리 152-1외7,36.2718249,126.913229,충청남도 부여군,041-830-2627,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4618,충청남도,서동공원(서문주차장),노외,충청남도 부여군 부여읍 동남리 167-1외7,36.2708024,126.9095061,충청남도 부여군,041-830-2627,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4619,충청남도,"서동공원(임시주차장)
군수리사지주차장",노외,충청남도 부여군 부여읍 군수리 22-1외4,36.2679835,126.9094836,충청남도 부여군,041-830-2627,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4620,충청남도,"서동문화관주차장
서동문화관앞",노외,충청남도 부여군 부여읍 동남리 134-5,36.2720865,126.914716,충청남도 부여군,041-830-2627,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4621,충청남도,선화공원주차장,노외,충청남도 부여군 부여읍 동남리 597-10,36.2756322,126.9006393,충청남도 부여군,041-830-2203,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4622,충청남도,구드래주차장,노외,충청남도 부여군 부여읍 구교리 111-9,36.2860947,126.9086056,충청남도 부여군,041-830-2627,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4623,충청남도,구드래나루터주차장,노외,충청남도 부여군 부여읍 구교리 1-1,36.2902198,126.9084769,충청남도 부여군,041-830-2627,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4624,충청남도,백강주차장,노외,충청남도 부여군 부여읍 구교리 366-3,36.2788314,126.9050393,충청남도 부여군,041-830-2282,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4625,충청남도,구아주차장,노외,충청남도 부여군 부여읍 구아리 111,36.2848965,126.908035,충청남도 부여군,041-830-2282,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4626,충청남도,삼정식당 앞 주차장,노외,충청남도 부여군 부여읍 구아리 10-1,36.2841912,126.9117178,충청남도 부여군,041-830-2627,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4627,충청남도,구아리노외주차장,노외,충청남도 부여군 부여읍 구아리 272,36.2795997,126.9118787,충청남도 부여군,041-830-2282,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4628,충청남도,원도심쌈지주차장,노외,충청남도 부여군 부여읍 구아리 162-8,36.2800339,126.909002,충청남도 부여군,041-830-2282,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4629,충청남도,원도심쌈지주차장,노외,충청남도 부여군 부여읍 구아리 343,36.2818825,126.9097696,충청남도 부여군,041-830-2282,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4630,충청남도,고분군주차장,노외,충청남도 부여군 부여읍 능산리 399-1,36.2761138,126.9417001,충청남도 부여군,041-830-2627,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4631,충청남도,능안골주차장,노외,충청남도 부여군 부여읍 능산리 141-3,36.2714206,126.9673931,충청남도 부여군,041-830-2627,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4632,충청남도,수북정주차장,노외,충청남도 부여군 규암면 규암리 145-13,36.2757556,126.890043,충청남도 부여군,041-830-2282,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4633,충청남도,규암주차장,노외,충청남도 부여군 규암면 규암리 152-1,36.2749369,126.8901175,충청남도 부여군,041-830-6353,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4634,충청남도,규암시장주차장,노외,충청남도 부여군 규암면 규암리 132-17,36.2735103,126.8896469,충청남도 부여군,041-830-6353,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4635,충청남도,은산시장주차장,노외,충청남도 부여군 은산면 신대리 366-1,36.308917,126.8537784,충청남도 부여군,041-830-2562,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4636,충청남도,무량사주차장,노외,충청남도 부여군 외산면 만수리 96-1,36.3148092,126.6955909,충청남도 부여군,041-830-2511,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4637,충청남도,외산시장주차장,노외,충청남도 부여군 외산면 만수리 2-26,36.3030678,126.705267,충청남도 부여군,041-830-2572,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4638,충청남도,휴양림주차장,노외,충청남도 부여군 외산면 삼산리 254,36.3383332,126.7145459,충청남도 부여군,041-832-6561,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4639,충청남도,논티주차장,노외,충청남도 부여군 구룡면 논티리 104-3,36.2437852,126.8069546,충청남도 부여군,041-830-2592,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4640,충청남도,홍산시장주차장,노외,충청남도 부여군 홍산면 남촌리 148,36.2143402,126.7570248,충청남도 부여군,041-830-2602,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4641,충청남도,옥산주차장,노외,충청남도 부여군 옥산면 안서리 368-1,36.1915391,126.7334753,충청남도 부여군,041-830-2612,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4642,충청남도,천당주차장,노외,충청남도 부여군 충화면 천당리 191-2,36.1823883,126.8224602,충청남도 부여군,041-830-2632,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4643,충청남도,임천시장주차장,노외,충청남도 부여군 임천면 군사리 88,36.1896215,126.892877,충청남도 부여군,041-830-2652,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4644,충청남도,군사리하상주차장,노외,충청남도 부여군 임천면 군사리 66-1,36.1880544,126.8939121,충청남도 부여군,041-830-2652,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4645,충청남도,장암주차장,노외,충청남도 부여군 장암면 석동리 662-1,36.2436084,126.8845125,충청남도 부여군,041-830-2662,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4646,충청남도,세도시장주차장,노외,충청남도 부여군 세도면 간대리 135-1,36.1698403,126.9461941,충청남도 부여군,041-830-2672,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4647,충청남도,서천제15공용주차장,노외,충청남도 서천군 서천읍군사리642,36.0765544,126.6905611,충청남도 서천군청,041-950-4127,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4648,충청남도,서천제16공용주차장,노외,충청남도 서천군 서천읍군사리196,36.0773447,126.6959052,충청남도 서천군청,041-950-4127,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4649,충청남도,서천제17공용주차장,노외,충청남도 서천군 서천읍군사리700,36.0745585,126.6863046,충청남도 서천군청,041-950-4127,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4650,충청남도,하구둑유원지주차장,노외,충청남도 서천군 마서면도삼리71,36.0204445,126.735274,충청남도 서천군청,041-950-4127,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4651,충청남도,남전리 주차장,노외,충청남도 서천군 마서면남전리468,36.045261,126.6668122,충청남도 서천군청,041-950-4127,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4652,충청남도,신포리 주차장,노외,충청남도 서천군 마서면신포1리403,36.0422988,126.7329789,충청남도 서천군청,041-950-4127,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4653,충청남도,옥산리 주차장,노외,충청남도 서천군 마서면옥산리679,36.066611,126.6566278,충청남도 서천군청,041-950-4127,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4654,충청남도,산내리 주차장,노외,충청남도 서천군 마서면산내리60,36.0505397,126.7313945,충청남도 서천군청,041-950-4127,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4655,충청남도,옥북리 주차장,노외,충청남도 서천군 마서면옥북리165,36.0477497,126.6911723,충청남도 서천군청,041-950-4127,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4656,충청남도,한성리 주차장,노외,충청남도 서천군 마서면한성리320,36.0722903,126.6478119,충청남도 서천군청,041-950-4127,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4657,충청남도,송석리 주차장,노외,충청남도 서천군 마서면송석2리551,36.0718017,126.6346956,충청남도 서천군청,041-950-4127,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
4658,충청남도,송내리 주차장,노외,충청남도 서천군 마서면송내1리567,36.062059,126.7067518,충청남도 서천군청,041-950-4127,,"14,00:00~24:00","15,00:00~24:00","16,00:00~24:00","17,00:00~24:00","18,00:00~24:00"
